accuracy_train,accuracy_val,loss_val
0.3569599986076355,0.3596999943256378,3.5815718173980713
0.41374000906944275,0.41029998660087585,1.6513352394104004
0.5134599804878235,0.5041000247001648,1.407973289489746
0.6014000177383423,0.5940999984741211,1.2295098304748535
0.6857600212097168,0.6678000092506409,1.014676570892334
0.7174199819564819,0.6955000162124634,0.8961330056190491
0.7681999802589417,0.7394000291824341,0.7744344472885132
0.7690399885177612,0.7328000068664551,0.7007680535316467
0.8142200112342834,0.7727000117301941,0.6178644299507141
0.819320023059845,0.7795000076293945,0.5724583268165588
0.8389999866485596,0.7914999723434448,0.5123299360275269
0.8436999917030334,0.7878999710083008,0.47042781114578247
0.8446999788284302,0.7853000164031982,0.4559083580970764
0.8577799797058105,0.7918999791145325,0.4116709232330322
0.8616799712181091,0.7907000184059143,0.38296207785606384
0.8769800066947937,0.79339998960495,0.36686304211616516
0.8870400190353394,0.805899977684021,0.33632907271385193
0.9026600122451782,0.8126999735832214,0.310381680727005
0.9129999876022339,0.8144000172615051,0.2842921018600464
0.907039999961853,0.8082000017166138,0.24828507006168365
0.925599992275238,0.8238999843597412,0.23836944997310638
0.9211599826812744,0.8130999803543091,0.22753649950027466
0.9372599720954895,0.8245000243186951,0.22233591973781586
0.9140400290489197,0.8068000078201294,0.2056034356355667
0.9257599711418152,0.8083999752998352,0.1704140305519104
0.9201800227165222,0.8055999875068665,0.17035479843616486
0.9317200183868408,0.8126999735832214,0.1532536894083023
0.9441800117492676,0.8253999948501587,0.1587837189435959
0.9251400232315063,0.8094000220298767,0.13936878740787506
0.9358599781990051,0.8202000260353088,0.13199688494205475
0.9646199941635132,0.8447999954223633,0.1286354809999466
0.9123200178146362,0.7871000170707703,0.1181274950504303
0.9575999975204468,0.8274999856948853,0.09642703831195831
0.9643800258636475,0.8395000100135803,0.10636243224143982
0.9503999948501587,0.8282999992370605,0.09930334985256195
0.9592599868774414,0.8324999809265137,0.09500933438539505
0.9719600081443787,0.8367999792098999,0.08720042556524277
0.9532600045204163,0.8276000022888184,0.09059209376573563
0.9705399870872498,0.8363000154495239,0.07678256183862686
0.9737200140953064,0.8392999768257141,0.08337727934122086
0.9807199835777283,0.8500999808311462,0.07107368111610413
0.9782199859619141,0.8429999947547913,0.07197171449661255
0.9802799820899963,0.8450000286102295,0.06617465615272522
0.9653400182723999,0.8355000019073486,0.06383449584245682
0.9593200087547302,0.8238000273704529,0.06326641887426376
0.9762799739837646,0.840499997138977,0.06007947772741318
0.9759799838066101,0.843500018119812,0.0658051073551178
0.9785000085830688,0.8417999744415283,0.05854518711566925
0.9796800017356873,0.8447999954223633,0.060038622468709946
0.9716600179672241,0.8335999846458435,0.059352774173021317
0.9852200150489807,0.8485000133514404,0.05452883243560791
0.9803000092506409,0.8438000082969666,0.047976136207580566
0.9615600109100342,0.8217999935150146,0.04569379985332489
0.9842600226402283,0.8501999974250793,0.04286058247089386
0.9790400266647339,0.8356999754905701,0.04620186612010002
0.9754199981689453,0.8313000202178955,0.04617008939385414
0.9847800135612488,0.8485999703407288,0.047625403851270676
0.9706199765205383,0.8278999924659729,0.045495498925447464
0.9854000210762024,0.8457000255584717,0.04432503879070282
0.9734600186347961,0.8324999809265137,0.03951432555913925
0.9907600283622742,0.8529000282287598,0.03449978679418564
0.9783400297164917,0.8432000279426575,0.040010206401348114
0.9782199859619141,0.8328999876976013,0.0371679924428463
0.9886800050735474,0.8539000153541565,0.040958963334560394
0.9871399998664856,0.8453999757766724,0.039077211171388626
0.9925600290298462,0.8561000227928162,0.03482329845428467
0.9904599785804749,0.858299970626831,0.030398810282349586
0.9858999848365784,0.8453999757766724,0.029541969299316406
0.9898800253868103,0.8496999740600586,0.034890927374362946
0.9884999990463257,0.847000002861023,0.03286045417189598
0.9923400282859802,0.8504999876022339,0.035319648683071136
0.9884200096130371,0.8435999751091003,0.025843216106295586
0.9859200119972229,0.8395000100135803,0.03672543540596962
0.9883800148963928,0.8513000011444092,0.03396724537014961
0.9934200048446655,0.8574000000953674,0.025453535839915276
