accuracy_train,accuracy_val,loss_val
0.3244999945163727,0.31520000100135803,3.47782826423645
0.43674999475479126,0.4074000120162964,1.693839430809021
0.512499988079071,0.45100000500679016,1.4527987241744995
0.6512500047683716,0.5223000049591064,1.2255109548568726
0.6657500267028809,0.5141000151634216,0.934040904045105
0.7494999766349792,0.536300003528595,0.7152963280677795
0.8757500052452087,0.5774000287055969,0.47373050451278687
0.8677499890327454,0.5684999823570251,0.3111669421195984
0.9620000123977661,0.6017000079154968,0.22163580358028412
0.9649999737739563,0.5967000126838684,0.15172651410102844
0.9837499856948853,0.6164000034332275,0.09639397263526917
0.9890000224113464,0.6089000105857849,0.03392220288515091
0.9962499737739563,0.6269999742507935,0.03777411952614784
0.9505000114440918,0.5899999737739563,0.05660087615251541
0.9779999852180481,0.6040999889373779,0.09289168566465378
0.9735000133514404,0.6104000210762024,0.05295789614319801
0.9777500033378601,0.6040999889373779,0.07768680900335312
0.9767500162124634,0.6003000140190125,0.03565775975584984
0.9769999980926514,0.6087999939918518,0.051161881536245346
0.9850000143051147,0.618399977684021,0.06193675845861435
0.9860000014305115,0.6255999803543091,0.036077771335840225
0.9850000143051147,0.6215999722480774,0.027244849130511284
0.984250009059906,0.6169999837875366,0.07778933644294739
0.9897500276565552,0.612500011920929,0.028518645092844963
0.9982500076293945,0.6322000026702881,0.04686697944998741
0.9932500123977661,0.619700014591217,0.03730681911110878
0.9735000133514404,0.5968999862670898,0.06210257485508919
0.9800000190734863,0.6123999953269958,0.023491211235523224
0.9965000152587891,0.6366999745368958,0.04165869206190109
1.0,0.6654999852180481,0.001911917352117598
1.0,0.6657000184059143,2.678399505384732e-05
1.0,0.6654000282287598,1.698882806522306e-05
1.0,0.6658999919891357,1.2427100045897532e-05
1.0,0.666100025177002,9.665815014159307e-06
1.0,0.6664999723434448,7.791331881890073e-06
1.0,0.666700005531311,6.429572749766521e-06
1.0,0.6671000123023987,5.394138497649692e-06
1.0,0.6675000190734863,4.582139808917418e-06
1.0,0.6678000092506409,3.92890933653689e-06
1.0,0.66839998960495,3.3938183605641825e-06
1.0,0.6692000031471252,2.9476298095687525e-06
1.0,0.6687999963760376,2.573979827502626e-06
1.0,0.6690999865531921,2.2573010483029066e-06
1.0,0.6693999767303467,1.9862523004121613e-06
1.0,0.6693000197410583,1.7512502381578088e-06
1.0,0.6690000295639038,1.5480453612326528e-06
1.0,0.6686999797821045,1.3703084960070555e-06
1.0,0.6686999797821045,1.2148984751547687e-06
1.0,0.6692000031471252,1.0791810609589447e-06
1.0,0.6690000295639038,9.595265737516456e-07
1.0,0.6690000295639038,8.54272229844355e-07
1.0,0.6690999865531921,7.611946557517513e-07
1.0,0.6693999767303467,6.792392355237098e-07
1.0,0.6696000099182129,6.067785420782457e-07
1.0,0.6700999736785889,5.414464112618589e-07
1.0,0.670199990272522,4.842502789870196e-07
1.0,0.6704000234603882,4.3296080320942565e-07
1.0,0.670199990272522,3.8689864823027165e-07
1.0,0.670199990272522,3.455689920883742e-07
1.0,0.6700999736785889,3.0924610427973676e-07
1.0,0.6703000068664551,2.765590352282743e-07
1.0,0.6707000136375427,2.479608269823075e-07
1.0,0.6707000136375427,2.221580928107869e-07
1.0,0.6707000136375427,1.988527458252065e-07
1.0,0.6704000234603882,1.7816402930748154e-07
1.0,0.6704000234603882,1.597104528627824e-07
