accuracy_student,accuracy_student_train,loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.10019999742507935,0.10019999742507935,0.120819524,0.10000000149011612,0.10000000149011612,0,0.120819524
0.1873999983072281,0.1848600059747696,0.120819524,0.10000000149011612,0.10000000149011612,0,0.120819524
0.2851000130176544,0.27970001101493835,0.120819524,0.10000000149011612,0.10000000149011612,0,0.120819524
0.3504999876022339,0.3462199866771698,0.120819524,0.10000000149011612,0.10000000149011612,0,0.120819524
0.388700008392334,0.38580000400543213,0.120819524,0.10159999877214432,0.10121999680995941,0,0.120819524
0.4106000065803528,0.41745999455451965,0.120819524,0.11829999834299088,0.11789999902248383,0,0.120819524
0.4758000075817108,0.4781000018119812,0.120819524,0.11230000108480453,0.11218000203371048,0,0.120819524
0.49799999594688416,0.49682000279426575,0.120819524,0.12919999659061432,0.13086000084877014,0,0.120819524
0.525600016117096,0.5348799824714661,0.120819524,0.1671999990940094,0.1695999950170517,0,0.120819524
0.5496000051498413,0.5593600273132324,0.120819524,0.2101999968290329,0.21544000506401062,0,0.120819524
0.5956000089645386,0.6014400124549866,0.120819524,0.2639000117778778,0.2696399986743927,0,0.120819524
0.6370000243186951,0.6530200242996216,0.120819524,0.3248000144958496,0.32576000690460205,0,0.120819524
0.652899980545044,0.6614199876785278,0.120819524,0.39010000228881836,0.3854199945926666,0,0.120819524
0.6811000108718872,0.6903200149536133,0.120819524,0.4438000023365021,0.44600000977516174,0,0.120819524
0.6868000030517578,0.6972799897193909,0.120819524,0.5062000155448914,0.5070000290870667,0,0.120819524
0.7283999919891357,0.741379976272583,0.120819524,0.5544999837875366,0.5584999918937683,0,0.120819524
0.7312999963760376,0.7486199736595154,0.120819524,0.6039000153541565,0.6087599992752075,0,0.120819524
0.7526000142097473,0.7663800120353699,0.120819524,0.6403999924659729,0.653980016708374,0,0.120819524
0.7508000135421753,0.7677800059318542,0.120819524,0.6766999959945679,0.6914200186729431,0,0.120819524
0.7609000205993652,0.7763199806213379,0.120819524,0.7070000171661377,0.7242599725723267,0,0.120819524
0.7742000222206116,0.7971400022506714,0.120819524,0.7318000197410583,0.7478399872779846,0,0.120819524
0.7814000248908997,0.8019999861717224,0.120819524,0.7509999871253967,0.7713199853897095,0,0.120819524
0.785099983215332,0.8090000152587891,0.120819524,0.766700029373169,0.7912399768829346,0,0.120819524
0.7767000198364258,0.8029000163078308,0.120819524,0.7831000089645386,0.8052200078964233,0,0.120819524
0.7943000197410583,0.8167399764060974,0.120819524,0.7919999957084656,0.8197799921035767,0,0.120819524
0.8011999726295471,0.8297600150108337,0.120819524,0.8040000200271606,0.8321999907493591,0,0.120819524
0.8062999844551086,0.8355600237846375,0.120819524,0.8131999969482422,0.8398399949073792,0,0.120819524
0.8095999956130981,0.8397600054740906,0.120819524,0.8216000199317932,0.8487799763679504,0,0.120819524
0.7961000204086304,0.8251799941062927,0.120819524,0.8288999795913696,0.8564000129699707,0,0.120819524
0.8058000206947327,0.8331999778747559,0.120819524,0.8331000208854675,0.8614799976348877,0,0.120819524
0.8217999935150146,0.8536199927330017,0.120819524,0.8355000019073486,0.8698199987411499,0,0.120819524
0.8215000033378601,0.8550199866294861,0.120819524,0.8457000255584717,0.8736000061035156,0,0.120819524
0.8191999793052673,0.8504199981689453,0.120819524,0.847000002861023,0.8796200156211853,0,0.120819524
0.8093000054359436,0.8425800204277039,0.120819524,0.8479999899864197,0.8849800229072571,0,0.120819524
0.8355000019073486,0.8715000152587891,0.120819524,0.8529000282287598,0.8890799880027771,0,0.120819524
0.8335999846458435,0.8707799911499023,0.120819524,0.8568000197410583,0.8945000171661377,0,0.120819524
0.8289999961853027,0.8642200231552124,0.120819524,0.8587999939918518,0.8972399830818176,0,0.120819524
0.8223000168800354,0.8582199811935425,0.120819524,0.8672000169754028,0.9021000266075134,0,0.120819524
0.823199987411499,0.863099992275238,0.120819524,0.8672000169754028,0.9038000106811523,0,0.120819524
0.8220999836921692,0.8598600029945374,0.120819524,0.8697999715805054,0.910040020942688,0,0.120819524
0.8302000164985657,0.870639979839325,0.120819524,0.8707000017166138,0.9122400283813477,0,0.120819524
0.8457000255584717,0.8859999775886536,0.120819524,0.8726000189781189,0.9153800010681152,0,0.120819524
0.849399983882904,0.8859800100326538,0.120819524,0.8762999773025513,0.9180200099945068,0,0.120819524
0.8356999754905701,0.8786799907684326,0.120819524,0.8781999945640564,0.9213399887084961,0,0.120819524
0.830299973487854,0.8715599775314331,0.120819524,0.8770999908447266,0.922980010509491,0,0.120819524
