accuracy_student,accuracy_student_train,classification_loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.23199999332427979,0.23025000095367432,0.025941046,0.09049999713897705,0.08174999803304672,0.026084939,0.052025985
0.3082999885082245,0.33000001311302185,0.025941046,0.14790000021457672,0.1522500067949295,0.026084939,0.052025985
0.36390000581741333,0.390500009059906,0.025941046,0.18150000274181366,0.19099999964237213,0.026084939,0.052025985
0.44130000472068787,0.48124998807907104,0.025941046,0.24490000307559967,0.26475000381469727,0.026084939,0.052025985
0.47870001196861267,0.5435000061988831,0.025941046,0.2896000146865845,0.3127500116825104,0.026084939,0.052025985
0.5006999969482422,0.5830000042915344,0.025941046,0.30090001225471497,0.3122499883174896,0.026084939,0.052025985
0.5182999968528748,0.606249988079071,0.025941046,0.31630000472068787,0.35324999690055847,0.026084939,0.052025985
0.5662999749183655,0.6784999966621399,0.025941046,0.3589000105857849,0.40024998784065247,0.026084939,0.052025985
0.5644999742507935,0.6837499737739563,0.025941046,0.4081000089645386,0.46149998903274536,0.026084939,0.052025985
0.5860999822616577,0.7362499833106995,0.025941046,0.4611000120639801,0.5377500057220459,0.026084939,0.052025985
0.6079999804496765,0.796750009059906,0.025941046,0.5094000101089478,0.6200000047683716,0.026084939,0.052025985
0.5788999795913696,0.7494999766349792,0.025941046,0.555400013923645,0.6919999718666077,0.026084939,0.052025985
0.6198999881744385,0.8105000257492065,0.025941046,0.5934000015258789,0.7507500052452087,0.026084939,0.052025985
0.6256999969482422,0.8320000171661377,0.025941046,0.6134999990463257,0.8047500252723694,0.026084939,0.052025985
0.6326000094413757,0.874750018119812,0.025941046,0.63919997215271,0.8527500033378601,0.026084939,0.052025985
0.6065999865531921,0.840749979019165,0.025941046,0.6618000268936157,0.8895000219345093,0.026084939,0.052025985
0.6262999773025513,0.8895000219345093,0.025941046,0.6697999835014343,0.9175000190734863,0.026084939,0.052025985
0.6399000287055969,0.8827499747276306,0.025941046,0.6876999735832214,0.9384999871253967,0.026084939,0.052025985
0.6100000143051147,0.8650000095367432,0.025941046,0.6905999779701233,0.9574999809265137,0.026084939,0.052025985
0.6689000129699707,0.9384999871253967,0.025941046,0.699999988079071,0.9722499847412109,0.026084939,0.052025985
0.6582000255584717,0.9347500205039978,0.025941046,0.7062000036239624,0.9825000166893005,0.026084939,0.052025985
0.6714000105857849,0.9424999952316284,0.025941046,0.7013999819755554,0.984749972820282,0.026084939,0.052025985
0.6428999900817871,0.9277499914169312,0.025941046,0.7167999744415283,0.9869999885559082,0.026084939,0.052025985
0.6589999794960022,0.9497500061988831,0.025941046,0.7143999934196472,0.9925000071525574,0.026084939,0.052025985
0.6639999747276306,0.9487500190734863,0.025941046,0.7139000296592712,0.9940000176429749,0.026084939,0.052025985
0.6812999844551086,0.9572499990463257,0.025941046,0.7167999744415283,0.9959999918937683,0.026084939,0.052025985
0.6766999959945679,0.9582499861717224,0.025941046,0.7214000225067139,0.9972500205039978,0.026084939,0.052025985
0.6660000085830688,0.9487500190734863,0.025941046,0.724399983882904,0.9980000257492065,0.026084939,0.052025985
0.6653000116348267,0.9582499861717224,0.025941046,0.724399983882904,0.9980000257492065,0.026084939,0.052025985
0.691100001335144,0.9714999794960022,0.025941046,0.7293999791145325,0.9975000023841858,0.026084939,0.052025985
0.6615999937057495,0.9392499923706055,0.025941046,0.7297000288963318,0.9992499947547913,0.026084939,0.052025985
0.6890000104904175,0.971750020980835,0.025941046,0.7353000044822693,0.9982500076293945,0.026084939,0.052025985
0.6883000135421753,0.9727500081062317,0.025941046,0.7347000241279602,0.9990000128746033,0.026084939,0.052025985
0.6919999718666077,0.9757500290870667,0.025941046,0.7322999835014343,0.9990000128746033,0.026084939,0.052025985
0.6830999851226807,0.9727500081062317,0.025941046,0.7322999835014343,0.9987499713897705,0.026084939,0.052025985
0.6776000261306763,0.9617499709129333,0.025941046,0.738099992275238,0.9994999766349792,0.026084939,0.052025985
0.6686999797821045,0.9587500095367432,0.025941046,0.7365999817848206,0.9994999766349792,0.026084939,0.052025985
0.697700023651123,0.9817500114440918,0.025941046,0.7411999702453613,0.9987499713897705,0.026084939,0.052025985
0.6801000237464905,0.9697499871253967,0.025941046,0.7419000267982483,0.9994999766349792,0.026084939,0.052025985
0.6694999933242798,0.9577500224113464,0.025941046,0.7409999966621399,1.0,0.026084939,0.052025985
0.6909999847412109,0.9760000109672546,0.025941046,0.7422000169754028,0.999750018119812,0.026084939,0.052025985
0.7049000263214111,0.9854999780654907,0.025941046,0.7450000047683716,0.999750018119812,0.026084939,0.052025985
