accuracy_student,accuracy_student_train,classification_loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.27799999713897705,0.27211999893188477,,0.10130000114440918,0.10124000161886215,0,0.12852007
0.33340001106262207,0.33386000990867615,,0.10019999742507935,0.09995999932289124,0,0.12852007
0.4142000079154968,0.41335999965667725,,0.10520000010728836,0.10357999801635742,0,0.12852007
0.4763999879360199,0.4730600118637085,,0.10589999705553055,0.10531999915838242,0,0.12852007
0.4950999915599823,0.5004600286483765,,0.14020000398159027,0.14013999700546265,0,0.12852007
0.5426999926567078,0.5535600185394287,,0.20270000398159027,0.19913999736309052,0,0.12852007
0.5874999761581421,0.600059986114502,,0.26589998602867126,0.26646000146865845,0,0.12852007
0.605400025844574,0.6197199821472168,,0.34389999508857727,0.3451400101184845,0,0.12852007
0.6402999758720398,0.6462399959564209,,0.4375999867916107,0.43786001205444336,0,0.12852007
0.6901999711990356,0.6991400122642517,,0.5238999724388123,0.5224800109863281,0,0.12852007
0.6966999769210815,0.7108200192451477,,0.5860000252723694,0.5903199911117554,0,0.12852007
0.6905999779701233,0.7054399847984314,,0.6414999961853027,0.6465399861335754,0,0.12852007
0.7184000015258789,0.7315199971199036,,0.6775000095367432,0.6902999877929688,0,0.12852007
0.7351999878883362,0.7527999877929688,,0.7142999768257141,0.7251399755477905,0,0.12852007
0.7512000203132629,0.7710000276565552,,0.7364000082015991,0.7533400058746338,0,0.12852007
0.7807000279426575,0.7959399819374084,,0.7602999806404114,0.7779800295829773,0,0.12852007
0.7774999737739563,0.7957800030708313,,0.7738000154495239,0.7958999872207642,0,0.12852007
0.7878999710083008,0.8039399981498718,,0.7878000140190125,0.8108599781990051,0,0.12852007
0.7699000239372253,0.7912799715995789,,0.8029000163078308,0.8245199918746948,0,0.12852007
0.7918999791145325,0.8091199994087219,,0.8104000091552734,0.834659993648529,0,0.12852007
0.8044999837875366,0.830020010471344,,0.8191999793052673,0.8434000015258789,0,0.12852007
0.8016999959945679,0.8261799812316895,,0.8288999795913696,0.8505399823188782,0,0.12852007
0.8008000254631042,0.8259199857711792,,0.8319000005722046,0.8592399954795837,0,0.12852007
0.7972000241279602,0.8233799934387207,,0.835099995136261,0.8651599884033203,0,0.12852007
0.8073999881744385,0.8368800282478333,,0.8414000272750854,0.8732799887657166,0,0.12852007
0.8206999897956848,0.8532999753952026,,0.850600004196167,0.8768600225448608,0,0.12852007
0.822700023651123,0.8548600077629089,,0.8503999710083008,0.8839200139045715,0,0.12852007
0.8241000175476074,0.85725998878479,,0.8529999852180481,0.888260006904602,0,0.12852007
0.8219000101089478,0.8532400131225586,,0.8580999970436096,0.893280029296875,0,0.12852007
0.8228999972343445,0.8595399856567383,,0.8618999719619751,0.8992999792098999,0,0.12852007
0.8235999941825867,0.861840009689331,,0.8652999997138977,0.9007599949836731,0,0.12852007
0.8278999924659729,0.863099992275238,,0.8675000071525574,0.9039599895477295,0,0.12852007
0.8296999931335449,0.8656799793243408,,0.8693000078201294,0.9075199961662292,0,0.12852007
