accuracy_train,accuracy_val,loss_val
0.28299999237060547,0.2687999904155731,3.3698251247406006
0.3792499899864197,0.3714999854564667,1.8105957508087158
0.4620000123977661,0.4275999963283539,1.6197465658187866
0.5214999914169312,0.4675999879837036,1.4441980123519897
0.5920000076293945,0.5102999806404114,1.2935295104980469
0.6205000281333923,0.5343999862670898,1.1286274194717407
0.6972500085830688,0.5805000066757202,0.9679123163223267
0.7145000100135803,0.5863000154495239,0.8708836436271667
0.7772499918937683,0.6029000282287598,0.7543604373931885
0.7942500114440918,0.616100013256073,0.6287757158279419
0.8209999799728394,0.6230000257492065,0.5646072030067444
0.8397499918937683,0.6281999945640564,0.5054232478141785
0.8202499747276306,0.6092000007629395,0.4498617649078369
0.8980000019073486,0.6524999737739563,0.3602406978607178
0.8862500190734863,0.6327000260353088,0.3221058249473572
0.8872500061988831,0.6470999717712402,0.2619026303291321
0.9107499718666077,0.6563000082969666,0.25865811109542847
0.9244999885559082,0.6553000211715698,0.22311945259571075
0.9459999799728394,0.6639000177383423,0.18798857927322388
0.9362499713897705,0.659600019454956,0.18014214932918549
0.9445000290870667,0.6589000225067139,0.16492818295955658
0.9539999961853027,0.6682999730110168,0.1547739952802658
0.9589999914169312,0.6754999756813049,0.13341398537158966
0.9559999704360962,0.6789000034332275,0.12623609602451324
0.9660000205039978,0.6807000041007996,0.1385841965675354
0.965499997138977,0.6779000163078308,0.12341193854808807
0.9577500224113464,0.6690999865531921,0.13736583292484283
0.9585000276565552,0.6747999787330627,0.12313533574342728
0.972000002861023,0.6801000237464905,0.11253659427165985
0.9605000019073486,0.6729999780654907,0.10029615461826324
0.9505000114440918,0.6725999712944031,0.09688501060009003
0.9614999890327454,0.6765000224113464,0.11078942567110062
0.9649999737739563,0.6869000196456909,0.09244010597467422
0.968500018119812,0.6905999779701233,0.08828642219305038
0.9670000076293945,0.6890000104904175,0.09065324813127518
0.9739999771118164,0.6782000064849854,0.08000212907791138
0.9757500290870667,0.6919000148773193,0.07802227139472961
0.9754999876022339,0.6895999908447266,0.06997083127498627
0.9764999747276306,0.6901000142097473,0.07336733490228653
0.9810000061988831,0.6972000002861023,0.08666516095399857
0.9620000123977661,0.6704999804496765,0.0636226087808609
0.9815000295639038,0.6926000118255615,0.08005095273256302
0.9627500176429749,0.6754999756813049,0.07669568806886673
0.953000009059906,0.6783999800682068,0.06881611794233322
0.9862499833106995,0.7067000269889832,0.05896815285086632
0.9827499985694885,0.6905999779701233,0.06310010701417923
0.9800000190734863,0.7010999917984009,0.05914133042097092
0.9732499718666077,0.6851999759674072,0.06326740980148315
0.965749979019165,0.6753000020980835,0.06486748903989792
0.9815000295639038,0.696399986743927,0.06311681121587753
0.984749972820282,0.7070000171661377,0.0495137982070446
0.9857500195503235,0.6972000002861023,0.05574752762913704
0.9890000224113464,0.7116000056266785,0.04754422605037689
0.9769999980926514,0.698199987411499,0.04885168373584747
0.9652500152587891,0.6818000078201294,0.049239516258239746
0.9857500195503235,0.6998999714851379,0.05685964599251747
0.9857500195503235,0.7010999917984009,0.0542152039706707
0.9890000224113464,0.7023000121116638,0.03998761624097824
0.9890000224113464,0.7143999934196472,0.041945699602365494
0.9867500066757202,0.699400007724762,0.04249442741274834
0.9955000281333923,0.7049999833106995,0.028562605381011963
0.9862499833106995,0.7063999772071838,0.04508952796459198
0.9942499995231628,0.7182000279426575,0.05115387588739395
0.9850000143051147,0.7016000151634216,0.04011916741728783
0.9907500147819519,0.7160000205039978,0.038692012429237366
0.9867500066757202,0.7035999894142151,0.03943407163023949
0.9860000014305115,0.7046999931335449,0.030360018834471703
0.9902499914169312,0.6941999793052673,0.03887582942843437
0.9882500171661377,0.7128999829292297,0.044358521699905396
0.9952499866485596,0.715399980545044,0.026437532156705856
0.9887499809265137,0.7021999955177307,0.026869218796491623
0.9940000176429749,0.7109000086784363,0.03882376477122307
0.9934999942779541,0.711899995803833,0.03633720800280571
0.984250009059906,0.6978999972343445,0.0318504273891449
0.9965000152587891,0.71670001745224,0.022048499435186386
0.965499997138977,0.6704000234603882,0.03846374899148941
0.9927499890327454,0.704800009727478,0.036489080637693405
0.9925000071525574,0.715399980545044,0.034293387085199356
0.9929999709129333,0.7095999717712402,0.026547668501734734
0.9925000071525574,0.7106000185012817,0.041093964129686356
0.9927499890327454,0.7075999975204468,0.02667928859591484
0.9894999861717224,0.7146000266075134,0.01951966993510723
0.9707499742507935,0.6967999935150146,0.036478690803050995
0.9955000281333923,0.7149999737739563,0.021925974637269974
0.9865000247955322,0.6924999952316284,0.023021576926112175
0.9865000247955322,0.7027000188827515,0.04000018537044525
0.9937499761581421,0.7084000110626221,0.022832956165075302
0.9942499995231628,0.7145000100135803,0.02274162694811821
0.9772499799728394,0.701200008392334,0.03157874941825867
0.9912499785423279,0.703000009059906,0.02883046865463257
0.9982500076293945,0.727400004863739,0.02683795429766178
0.9982500076293945,0.7210999727249146,0.014219172298908234
0.9932500123977661,0.7067000269889832,0.017256760969758034
0.9932500123977661,0.7160000205039978,0.023126769810914993
0.9879999756813049,0.7006000280380249,0.02479572780430317
0.9827499985694885,0.7041000127792358,0.031085601076483727
0.9892500042915344,0.7074999809265137,0.027433976531028748
0.9937499761581421,0.7113999724388123,0.021483972668647766
0.996749997138977,0.7192999720573425,0.02999242953956127
0.9982500076293945,0.7346000075340271,0.00841967947781086
