student_acc_test,student_acc_train,student_loss,teacher_acc_test,teacher_acc_train,teacher_loss,total_loss
0.5701,0.7475,0.74120694,0.5604,0.68025,0.011839292,0.75304615
0.5813,0.75075,0.7425273,0.5619,0.68375,0.012613973,0.75514126
0.5629,0.745,0.7405488,0.5649,0.693,0.014919028,0.75546783
0.5785,0.76075,0.7232889,0.5647,0.6995,0.012963015,0.73625195
0.5742,0.765,0.7346829,0.5765,0.7065,0.012531405,0.74721426
0.5845,0.7665,0.7256543,0.5735,0.71625,0.012334282,0.7379886
0.5762,0.7645,0.7000863,0.5779,0.72175,0.013915375,0.7140017
0.5895,0.77425,0.6619479,0.5771,0.72775,0.013276065,0.67522395
0.5875,0.79375,0.62664956,0.5814,0.7285,0.012176194,0.6388258
0.5916,0.77675,0.62819874,0.5866,0.73675,0.012770462,0.64096916
0.5874,0.79,0.6450241,0.5837,0.74575,0.012303113,0.65732723
0.5666,0.773,0.63932574,0.5921,0.748,0.013888696,0.65321445
0.5732,0.787,0.5985104,0.5988,0.76425,0.011008902,0.6095193
0.5927,0.8205,0.63014346,0.5936,0.761,0.0136803435,0.64382374
0.5672,0.7955,0.57150114,0.5987,0.77675,0.0124364365,0.5839375
0.5827,0.80125,0.55024385,0.6002,0.78175,0.011123462,0.56136733
0.5731,0.798,0.5439108,0.6031,0.7865,0.012066516,0.55597734
0.5828,0.808,0.52351314,0.6101,0.78725,0.011888266,0.5354014
0.6043,0.815,0.5329779,0.6028,0.789,0.012539947,0.5455178
0.6045,0.84625,0.536852,0.6063,0.80925,0.012010815,0.5488628
0.6004,0.84825,0.44987497,0.6129,0.806,0.011855664,0.46173066
0.6104,0.856,0.4816305,0.6122,0.81425,0.01235585,0.4939863
0.6067,0.8565,0.44332108,0.6124,0.82225,0.011321495,0.4546426
0.581,0.8155,0.45136142,0.619,0.83775,0.012531686,0.4638931
0.5881,0.82325,0.5208317,0.6179,0.836,0.012367306,0.53319895
0.6204,0.88075,0.46274647,0.6203,0.841,0.009944261,0.47269073
0.6056,0.8595,0.4703475,0.6243,0.8535,0.011655322,0.4820028
0.6022,0.85475,0.42568788,0.627,0.85575,0.010747078,0.43643504
0.5902,0.8245,0.45638007,0.6262,0.86425,0.01270431,0.4690844
0.5972,0.861,0.42304325,0.6291,0.86775,0.0107648205,0.43380803
0.6064,0.868,0.43134266,0.6306,0.8695,0.010560735,0.4419034
0.5925,0.8685,0.40558988,0.6327,0.86275,0.009515479,0.41510534
0.6041,0.85725,0.36823183,0.6237,0.8775,0.010873849,0.37910572
0.6145,0.8965,0.36777216,0.6382,0.88875,0.00990505,0.37767726
0.6171,0.8945,0.3784136,0.6385,0.89075,0.010240669,0.3886543
0.6018,0.87475,0.34758464,0.6391,0.897,0.011041431,0.35862604
0.6213,0.91325,0.37318182,0.6385,0.89675,0.011935445,0.3851173
0.6136,0.88675,0.36275697,0.6412,0.90225,0.009524445,0.3722814
0.5861,0.86075,0.36959115,0.6434,0.90925,0.008662343,0.37825352
0.6114,0.89675,0.3329732,0.6441,0.91625,0.008975846,0.34194905
0.6025,0.88975,0.3221998,0.6422,0.91575,0.009073754,0.33127356
0.6264,0.91525,0.28690785,0.6439,0.922,0.00845955,0.29536742
0.6078,0.89625,0.3467094,0.6506,0.92925,0.0107083395,0.35741773
0.623,0.922,0.28201643,0.6487,0.9345,0.008933099,0.2909495
0.6088,0.8845,0.34124213,0.6506,0.93425,0.008162138,0.34940425
0.6204,0.89525,0.38495684,0.651,0.93575,0.0106967585,0.3956536
0.6345,0.9145,0.3130538,0.6486,0.94575,0.008242497,0.3212963
0.6203,0.93275,0.28047475,0.6537,0.94225,0.007208313,0.28768307
0.6317,0.92025,0.23297262,0.6521,0.9465,0.0073919175,0.24036452
0.5985,0.87775,0.25318527,0.6577,0.946,0.007852544,0.26103783
0.6055,0.883,0.27696714,0.6551,0.9555,0.0069679557,0.2839351
0.6093,0.89,0.2908278,0.661,0.9565,0.0073948503,0.29822263
0.6125,0.90575,0.30605814,0.6593,0.95725,0.007592692,0.31365085
0.6246,0.9175,0.23698345,0.661,0.96025,0.0076810317,0.24466448
0.6229,0.9315,0.23187557,0.659,0.968,0.0053856233,0.2372612
0.636,0.937,0.21225257,0.6601,0.96675,0.005538526,0.21779111
0.6306,0.9465,0.21694788,0.6591,0.96975,0.0058780294,0.22282591
0.6289,0.93925,0.2761165,0.6681,0.97025,0.0065103546,0.28262687
0.6273,0.93225,0.27214053,0.6674,0.96925,0.006002457,0.278143
0.608,0.90325,0.23057921,0.6632,0.97825,0.005297059,0.23587628
0.6293,0.92725,0.2795753,0.665,0.9765,0.005745298,0.28532058
0.6258,0.92675,0.22571644,0.6685,0.9765,0.0050852904,0.23080173
0.6459,0.953,0.23258534,0.6666,0.9795,0.004811868,0.2373972
0.6323,0.94525,0.24791384,0.6709,0.98125,0.004432121,0.25234595
0.5929,0.88075,0.24941663,0.6712,0.98,0.0041656443,0.2535823
0.6191,0.91925,0.27777308,0.6686,0.9835,0.0052168355,0.28298992
0.629,0.9305,0.22577529,0.6702,0.98775,0.0040890975,0.22986436
0.6399,0.948,0.21811195,0.6721,0.9825,0.0042955624,0.2224075
0.6115,0.93175,0.20212305,0.6712,0.98425,0.0034962841,0.2056193
0.6288,0.9415,0.17187344,0.6723,0.98575,0.0030889928,0.17496243
0.6293,0.93175,0.22409177,0.671,0.98775,0.0031023696,0.22719412
0.6324,0.9405,0.23030739,0.6705,0.9905,0.0027399766,0.2330474
0.6383,0.954,0.20053864,0.6779,0.99,0.0032789633,0.20381758
0.6422,0.94125,0.18966942,0.677,0.99325,0.0026409791,0.1923104
0.6348,0.93025,0.21071675,0.6732,0.99,0.002547025,0.21326378
0.6319,0.93625,0.18983102,0.6742,0.992,0.002384656,0.19221567
0.6443,0.9555,0.17114504,0.6779,0.995,0.0030773408,0.17422237
0.6301,0.9345,0.17742684,0.6782,0.99125,0.0025502413,0.17997709
0.636,0.9345,0.24071231,0.6805,0.9925,0.0032993623,0.24401167
0.6114,0.9145,0.21990915,0.6768,0.99325,0.0025911888,0.22250032
0.6421,0.96175,0.17607914,0.6775,0.994,0.0017366025,0.17781575
0.6463,0.95475,0.17734045,0.6806,0.99525,0.0016450215,0.17898548
0.6224,0.93025,0.1777291,0.6791,0.99325,0.0024300863,0.18015918
0.6423,0.953,0.18726143,0.6829,0.9955,0.001415407,0.18867686
0.634,0.948,0.21370292,0.6876,0.99575,0.0016737741,0.21537669
0.6148,0.93375,0.16195467,0.6861,0.995,0.0016263255,0.16358098
0.6363,0.94775,0.16610876,0.6874,0.99575,0.0020302273,0.16813898
0.6431,0.941,0.191483,0.6864,0.997,0.002164344,0.19364734
0.654,0.95325,0.18272625,0.6825,0.99475,0.0024412666,0.18516752
0.636,0.9515,0.16207315,0.6832,0.996,0.0016238086,0.16369696
0.6341,0.94025,0.18249246,0.6819,0.99525,0.0020370078,0.18452948
0.6131,0.92375,0.22214782,0.6848,0.99875,0.0020778598,0.22422567
0.6371,0.95325,0.18919663,0.6858,0.99675,0.0014752506,0.19067189
0.6519,0.9665,0.15453686,0.692,0.99675,0.0019988802,0.15653574
0.6302,0.93375,0.14267917,0.6848,0.9965,0.002110203,0.14478937
0.6444,0.95575,0.17264003,0.6845,0.9975,0.0013453288,0.17398536
0.6547,0.951,0.15237004,0.6898,0.99675,0.0017309809,0.154101
0.6402,0.95625,0.1571869,0.6907,0.99775,0.0022684243,0.1594553
0.6403,0.948,0.18280655,0.6917,0.998,0.002119402,0.18492596
0.6451,0.9595,0.15205643,0.6937,0.99875,0.0016360326,0.15369245
0.6159,0.9095,0.13780752,0.6879,0.99725,0.0019312499,0.13973875
