accuracy_eval,accuracy_train,loss
0.31119999289512634,0.3063800036907196,0.034640018
0.3831999897956848,0.3855000138282776,0.034640018
0.5005000233650208,0.502780020236969,0.034640018
0.5950999855995178,0.6078600287437439,0.034640018
0.6410999894142151,0.6548600196838379,0.034640018
0.6884999871253967,0.7034800052642822,0.034640018
0.7124999761581421,0.7364199757575989,0.034640018
0.7730000019073486,0.7971400022506714,0.034640018
0.7901999950408936,0.8177599906921387,0.034640018
0.7657999992370605,0.8013399839401245,0.034640018
0.7907000184059143,0.8392800092697144,0.034640018
0.7832000255584717,0.8297399878501892,0.034640018
0.807699978351593,0.861840009689331,0.034640018
0.7900999784469604,0.8516600131988525,0.034640018
0.8083999752998352,0.8755199909210205,0.034640018
0.8011000156402588,0.8756399750709534,0.034640018
0.8112000226974487,0.887719988822937,0.034640018
0.8185999989509583,0.8996800184249878,0.034640018
0.8097000122070312,0.8949400186538696,0.034640018
0.8119000196456909,0.9057400226593018,0.034640018
0.8111000061035156,0.9067400097846985,0.034640018
0.8183000087738037,0.9118599891662598,0.034640018
0.821399986743927,0.9247999787330627,0.034640018
0.8294000029563904,0.9367799758911133,0.034640018
0.8223999738693237,0.9277399778366089,0.034640018
0.8101000189781189,0.9228600263595581,0.034640018
0.8306000232696533,0.9476000070571899,0.034640018
0.8328999876976013,0.9464799761772156,0.034640018
0.821399986743927,0.9333199858665466,0.034640018
0.8007000088691711,0.9176599979400635,0.034640018
0.8187000155448914,0.9442800283432007,0.034640018
0.8184000253677368,0.9348800182342529,0.034640018
0.8198999762535095,0.946179986000061,0.034640018
0.820900022983551,0.9408000111579895,0.034640018
0.79830002784729,0.9280200004577637,0.034640018
0.8288000226020813,0.9571400284767151,0.034640018
0.8101999759674072,0.9365000128746033,0.034640018
0.8309999704360962,0.9633399844169617,0.034640018
0.8230000138282776,0.9452599883079529,0.034640018
0.8259000182151794,0.9607800245285034,0.034640018
0.8334000110626221,0.9566599726676941,0.034640018
0.8296999931335449,0.9620800018310547,0.034640018
0.8331000208854675,0.9658399820327759,0.034640018
0.8360999822616577,0.9638000130653381,0.034640018
0.8337000012397766,0.9627799987792969,0.034640018
0.8323000073432922,0.9643399715423584,0.034640018
0.8378000259399414,0.9746999740600586,0.034640018
0.8129000067710876,0.9472399950027466,0.034640018
0.8271999955177307,0.9577599763870239,0.034640018
0.8339999914169312,0.9664199948310852,0.034640018
0.8392000198364258,0.9742599725723267,0.034640018
0.8343999981880188,0.9672999978065491,0.034640018
0.8330000042915344,0.9740200042724609,0.034640018
0.8356000185012817,0.9736999869346619,0.034640018
0.832099974155426,0.9627199769020081,0.034640018
0.842199981212616,0.9758800268173218,0.034640018
0.8327999711036682,0.9684600234031677,0.034640018
0.8201000094413757,0.9594200253486633,0.034640018
0.840399980545044,0.9686599969863892,0.034640018
0.8374000191688538,0.9753999710083008,0.034640018
0.842199981212616,0.9783599972724915,0.034640018
0.8335000276565552,0.9718199968338013,0.034640018
0.824999988079071,0.9629999995231628,0.034640018
0.8403000235557556,0.977840006351471,0.034640018
0.8463000059127808,0.9817799925804138,0.034640018
0.8302000164985657,0.9741799831390381,0.034640018
0.8432000279426575,0.9821000099182129,0.034640018
0.8263000249862671,0.9707800149917603,0.034640018
0.8270999789237976,0.9749000072479248,0.034640018
0.8327999711036682,0.9747800230979919,0.034640018
0.8443999886512756,0.9856799840927124,0.034640018
0.8353000283241272,0.9758399724960327,0.034640018
