accuracy_student,accuracy_student_train,classification_loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.25839999318122864,0.2602500021457672,0.011467621,0.12200000137090683,0.11574999988079071,0.020956308,0.03242393
0.33709999918937683,0.34950000047683716,0.011467621,0.10849999636411667,0.09475000202655792,0.020956308,0.03242393
0.3837999999523163,0.4065000116825104,0.011467621,0.1501999944448471,0.1472499966621399,0.020956308,0.03242393
0.4546000063419342,0.4934999942779541,0.011467621,0.16689999401569366,0.16349999606609344,0.020956308,0.03242393
0.4632999897003174,0.515749990940094,0.011467621,0.2078000009059906,0.20800000429153442,0.020956308,0.03242393
0.5087000131607056,0.5849999785423279,0.011467621,0.2718000113964081,0.28075000643730164,0.020956308,0.03242393
0.5350000262260437,0.6134999990463257,0.011467621,0.3118000030517578,0.32225000858306885,0.020956308,0.03242393
0.571399986743927,0.6725000143051147,0.011467621,0.34940001368522644,0.38475000858306885,0.020956308,0.03242393
0.5769000053405762,0.7207499742507935,0.011467621,0.40619999170303345,0.4547500014305115,0.020956308,0.03242393
0.5723999738693237,0.7214999794960022,0.011467621,0.46459999680519104,0.5412499904632568,0.020956308,0.03242393
0.6205000281333923,0.7992500066757202,0.011467621,0.5221999883651733,0.6179999709129333,0.020956308,0.03242393
0.6187000274658203,0.812250018119812,0.011467621,0.5697000026702881,0.699999988079071,0.020956308,0.03242393
0.6241999864578247,0.8224999904632568,0.011467621,0.6013000011444092,0.765250027179718,0.020956308,0.03242393
0.6359999775886536,0.8479999899864197,0.011467621,0.6251999735832214,0.8102499842643738,0.020956308,0.03242393
0.6118999719619751,0.8367499709129333,0.011467621,0.6425999999046326,0.859250009059906,0.020956308,0.03242393
0.6412000060081482,0.8560000061988831,0.011467621,0.6638000011444092,0.8992499709129333,0.020956308,0.03242393
0.6297000050544739,0.8642500042915344,0.011467621,0.6805999875068665,0.9114999771118164,0.020956308,0.03242393
0.656499981880188,0.9054999947547913,0.011467621,0.6830999851226807,0.9452499747276306,0.020956308,0.03242393
0.6320000290870667,0.8697500228881836,0.011467621,0.6899999976158142,0.9607499837875366,0.020956308,0.03242393
0.6593000292778015,0.9164999723434448,0.011467621,0.6974999904632568,0.9710000157356262,0.020956308,0.03242393
0.6437000036239624,0.9120000004768372,0.011467621,0.7039999961853027,0.9779999852180481,0.020956308,0.03242393
0.6700999736785889,0.9399999976158142,0.011467621,0.7146999835968018,0.9829999804496765,0.020956308,0.03242393
