accuracy_eval,accuracy_train,loss
0.33500000834465027,0.359499990940094,9.136937e-06
0.4634000062942505,0.5745000243186951,9.136937e-06
0.47679999470710754,0.7160000205039978,9.136937e-06
0.4997999966144562,0.8924999833106995,9.136937e-06
0.4860999882221222,0.9409999847412109,9.136937e-06
0.5482000112533569,0.996999979019165,9.136937e-06
0.5710999965667725,1.0,9.136937e-06
0.5720999836921692,1.0,9.136937e-06
0.5726000070571899,1.0,9.136937e-06
0.5735999941825867,1.0,9.136937e-06
0.5724999904632568,1.0,9.136937e-06
